Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
2374,University of Maryland Baltimore County,0.59,Masters,Clemson,N/A,0,0,N/A,0,Regulatory Reporting Data Scientist,12/12,7/20,N/A,N/A,N/A,N/A,N/A,N/A,3.17
2375,Ulster University,4.05,Masters,Birmingham,N/A,1,1,N/A,4,Treasury Analyst,7/11,7/15,Banking Analytics Consultant,7/16,10/21,Financial Technology Analyst,9/10,12/21,3.86
2376,Hofstra University,1.75,Bachelors,Orlando,F,N/A,0,1,2,Risk Modeling Analyst,4/3,N/A,Risk Appetite Analyst,10/16,7/17,Algorithmic Liquidity Manager,10/2,11/11,9.35
2377,University of North Florida,0.13,Phd,Bloomington,N/A,N/A,1,N/A,0,Risk Analyst,3/13,6/24,Operational Risk Modeling Analyst,10/6,2/14,Economic Analyst,8/24,8/24,8.4
2378,University of Washington,4.78,Masters,Kingston upon Thames,M,0,0,N/A,4,Asset Management Analyst,9/2,N/A,Insurance Analyst,10/15,3/21,N/A,N/A,N/A,7.75
2379,Missouri University of Science and Technology,2.1,Masters,Washington,N/A,0,1,1,3,Quantitative Behavioral Finance Analyst,7/11,8/20,Financial Planning and Analysis Analyst,12/13,10/20,Risk Analyst,10/5,9/16,6.26
2380,Queen Mary University of London,4.65,Phd,Cambridge,N/A,1,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.42
2381,Washington State University,0.28,Masters,Bloomsbury,M,1,1,0,4,Cost Analyst,10/14,N/A,Counterparty Credit Risk Analyst,7/4,8/10,N/A,N/A,N/A,1.25
2382,University of Wisconsin Madison,4.99,Masters,New York,M,1,0,0,2,Treasury Data Scientist,2/10,9/18,N/A,N/A,N/A,N/A,N/A,N/A,9.63
2383,University of Denver,1.87,Phd,Pullman,F,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.72
2384,University of New Mexico,1,Masters,Urbana,M,0,1,0,4,Quantitative Investment Analyst,5/13,9/20,Financial Controller,1/9,11/23,N/A,N/A,N/A,1.09
2385,University of Cambridge,3.93,Bachelors,Brighton,F,1,0,0,4,Environmental Social and Governance Analyst,4/15,12/16,Algorithm Validation Engineer,10/21,11/21,N/A,N/A,N/A,7.76
2386,University of Illinois at Chicago,1.1,Bachelors,Oxford,N/A,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.47
2387,University of Manchester,1.01,Bachelors,Los Angeles,N/A,1,1,1,4,Credit Default Swap Analyst,12/10,5/22,Hedge Fund Analyst,7/24,10/24,Banking Fraud Investigator,4/8,6/15,7.77
2388,University of Aberdeen,4.32,Masters,Medford,N/A,0,1,N/A,2,Business Intelligence Analyst,4/8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29
2389,University of Kansas,1.44,Masters,Hempstead,F,1,0,0,2,Algorithmic Liquidity Manager,2/15,8/21,Financial Reporting Analyst,10/24,12/24,Algorithmic Market Analyst,7/5,6/16,2.72
2390,Colorado State University Fort Collins,4.61,Masters,San Diego,F,0,0,0,1,Equity Research Analyst,4/22,1/24,Data Visualization Specialist,8/21,11/22,Market Risk Quantitative Analyst,11/3,8/11,4.97
2391,University of East Anglia,0.88,Bachelors,Los Angeles,M,1,0,1,0,Operational Risk Modeling Analyst,1/23,4/23,N/A,N/A,N/A,N/A,N/A,N/A,9.1
2392,University of Central Lancashire,3.04,Bachelors,Bristol,M,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.67
2393,University of Arkansas,2.22,Masters,Rochester,M,1,1,1,4,Portfolio Optimization Analyst,11/23,7/24,Regulatory Stress Testing Analyst,4/3,2/7,Financial Reporting Data Scientist,4/2,9/13,5.28
2394,Dartmouth College,4,Phd,Hoboken,F,0,0,N/A,0,Algorithmic Investment Strategist,3/7,6/13,N/A,N/A,N/A,N/A,N/A,N/A,6.27
2395,University of Warwick,1.63,Bachelors,Fort Lauderdale,N/A,0,1,1,4,Financial Controller,11/15,8/22,Portfolio Manager,10/4,6/16,Investment Banking Analyst,4/15,10/15,8.49
2396,University of California Santa Barbara,4.71,Bachelors,Bristol,N/A,0,1,1,4,Market Microstructure Analyst,7/20,6/24,Financial Forecasting Analyst,12/19,8/20,Financial Reporting Data Scientist,8/20,10/20,1.9
2397,Clark University,0.76,Bachelors,Los Angeles,N/A,1,0,0,2,Risk Modeling Analyst,10/12,3/16,Customer Lifetime Value Analyst,5/17,7/17,N/A,N/A,N/A,4.51
2398,University of Illinois at Urbana Champaign,0.76,Phd,Aberystwyth,F,N/A,1,1,1,Algorithmic Investment Analyst,10/3,7/10,Market Sentiment Analyst,5/20,2/23,Equity Research Analyst,8/2,3/6,4.74
2399,Anglia Ruskin University,0.65,Masters,Bristol,M,1,1,N/A,3,Marketing Data Scientist,11/3,9/7,Corporate Strategy Data Scientist,4/5,11/21,N/A,N/A,N/A,3.01
2400,The University of Tennessee Knoxville,0.44,Bachelors,Portland,N/A,0,1,N/A,2,Banking Operations Data Scientist,3/9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.14
2401,Imperial College London,3.02,Masters,Leeds,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.88
2402,Brighton and Sussex Medical School,4.43,Phd,Rolla,F,N/A,1,N/A,4,Strategic Planning Analyst,11/24,12/24,Algorithmic Market Maker,4/20,3/23,Investment Banking Analyst,10/2,10/9,7.4
2403,University of Warwick,1.07,Phd,Omaha,N/A,N/A,1,N/A,0,Churn Prediction Specialist,7/5,3/19,Equity Derivatives Analyst,8/14,12/16,Algorithmic Audit Specialist,7/22,10/23,7.74
2404,University of California Santa Barbara,0.72,Masters,Newcastle ,F,0,0,1,3,Public Finance Analyst,7/4,8/14,Market Research Scientist,2/13,10/15,N/A,N/A,N/A,4.55
2405,Edge Hill University,4.13,Bachelors,Norwich,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.15
2406,Iowa State University,0.76,Phd,Philadelphia,F,1,0,1,2,Algorithmic Trading Risk Manager,3/21,N/A,Regulatory Reporting Data Scientist,6/21,5/22,N/A,N/A,N/A,9.11
2407,University of California San Diego,4.33,Masters,Oxford,M,1,0,0,4,Actuarial Analyst,6/21,12/24,Quantitative Behavioral Finance Analyst,10/8,1/9,Mutual Fund Analyst,2/13,10/22,0.8
2408,Georgia Institute of Technology,4.49,Phd,Omaha,F,N/A,0,1,0,Quantitative Trading Analyst,5/12,4/21,Financial Market Data Scientist,8/7,9/12,Financial Planning and Analysis Analyst,7/17,8/23,5.05
2409,University of Hawaii ,3.4,Phd,Lubbock,M,N/A,0,0,3,Investment Banking Analyst,9/21,8/22,N/A,N/A,N/A,N/A,N/A,N/A,1.5
2410,University of Washington,2.51,Phd,Cambridge,F,1,1,0,3,Quantitative Trading Analyst,3/11,1/15,Client Relations Analyst,10/10,7/22,Market Microstructure Analyst,9/16,3/23,2.5
2411,University of Edinburgh,0.17,Masters,Washington DC,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.38
2412,University of California Los Angeles,2.27,Masters,Plymouth,M,1,0,1,3,Asset Management Analyst,7/5,2/16,Economic Analyst,8/15,11/18,Equity Research Analyst,9/10,10/18,0.14
2413,University of the West of England,4.88,Masters,Omaha,N/A,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.69
2414,University of Aberdeen,1.21,Phd,Rochester,M,N/A,0,N/A,0,Liquidity Stress Testing Analyst,3/14,9/21,Economic Analyst,5/3,9/8,Credit Risk Data Scientist,2/15,10/16,1.03
2415,Arizona State University ,1.96,Masters,Chicago,M,1,1,0,3,Credit Loss Forecasting Analyst,8/15,7/21,N/A,N/A,N/A,N/A,N/A,N/A,7.75
2416,University of Pittsburgh,1.3,Bachelors,Leicester,M,0,1,N/A,3,Economic Analyst,7/20,8/24,Data Mining Engineer,3/21,12/22,Financial Forecasting Analyst,2/13,6/16,0.95
2417,University of Plymouth,2.63,Masters,Kensington,N/A,1,1,N/A,4,Corporate Strategy Data Scientist,10/15,3/18,Algorithmic Risk Manager,11/4,12/5,Derivatives Analyst,5/12,6/12,6.6
2418,Auburn University,0.16,Masters,Columbus,M,N/A,1,0,2,Pricing Analyst,12/5,N/A,Structured Finance Analyst,6/24,9/24,Financial Econometrics Researcher,5/7,7/21,4.29
2419,New Jersey Institute of Technology,0.85,Bachelors,Long Beach,M,N/A,1,1,0,Machine Learning Model Validator,5/21,10/22,Banking Fraud Investigator,1/12,11/12,Robo Advisory Data Scientist,11/4,1/16,1.07
2420,Penn State,0.6,Bachelors,Norwich,M,1,1,0,4,Treasury Data Scientist,2/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7
2421,California Institute of Technology,2.09,Bachelors,Salt Lake City,M,0,1,N/A,1,Algorithmic Trading Developer,10/9,3/24,Financial Product Analyst,8/2,7/15,Algorithmic Market Maker,3/16,7/22,0.74
2422,Louisiana State University,4.92,Masters,Austin,N/A,0,1,1,1,Mergers and Acquisitions Analyst,5/15,2/18,Credit Scoring Specialist,8/10,2/12,Revenue Analyst,4/24,8/24,9.54
2423,Queen Mary University of London,3.38,Bachelors,Plymouth,N/A,1,1,0,1,Asset Liability Management Analyst,8/5,3/19,N/A,N/A,N/A,N/A,N/A,N/A,8.9
2424,UCL,0.38,Phd,Lincoln,F,N/A,0,1,0,Quantitative Trading Analyst,12/11,N/A,Fraud Detection Analyst,5/21,10/24,Quantitative Investment Analyst,5/5,7/22,0.87
2425,University of Delaware,1.4,Masters,College Station,N/A,0,0,0,1,Asset Management Data Scientist,7/10,N/A,Mergers and Acquisitions Analyst,9/22,3/24,N/A,N/A,N/A,9.14
2426,New Mexico Institute of Mining and Technology,4.22,Bachelors,Chicago,F,N/A,0,1,3,Equity Research Analyst,8/9,7/20,Credit Analyst,1/21,6/24,Financial Data Analyst,12/16,1/17,8.45
2427,University of Minnesota,1.45,Phd,Brighton,F,N/A,1,1,2,Anti Money Laundering Specialist,11/16,N/A,Mutual Fund Analyst,1/13,8/23,Risk Appetite Analyst,11/10,3/13,6.5
2428,University of Cambridge,4.12,Bachelors,Miami,M,N/A,1,0,2,Credit Risk Data Scientist,10/9,12/17,Algorithmic Compliance Officer,5/22,9/24,Regulatory Compliance Analyst,3/13,7/15,3.26
2429,University of Rhode Island,1.6,Bachelors,Kingston,M,N/A,1,1,4,Equity Research Analyst,12/19,6/21,Quantitative Analyst,8/17,6/20,N/A,N/A,N/A,7.7
2430,University of California Merced,3.93,Bachelors,Arlington,F,N/A,0,N/A,4,Credit Portfolio Manager,3/5,8/24,Securities Analyst,8/2,1/19,N/A,N/A,N/A,9.78
2431,University of East Anglia,0.62,Bachelors,Morgantown,F,1,0,0,2,Strategic Planning Analyst,10/5,9/16,Investment Portfolio Analyst,1/15,8/19,N/A,N/A,N/A,0.29
2432,University of Reading,2.66,Phd,Evanston,F,0,1,N/A,1,Wealth Management Analyst,12/23,7/24,Liquidity Stress Testing Analyst,11/8,10/12,Model Development Analyst,10/5,6/8,2.91
2433,University of Utah,1.64,Phd,Loughborough,M,0,1,N/A,4,Alternative Data Researcher,5/17,8/19,Quantitative Risk Analyst,8/11,8/12,Financial Market Data Scientist,5/16,8/21,1.86
2434,University of Southampton,4.49,Phd,Washington,F,1,0,N/A,2,Banking Technology Consultant,6/24,N/A,Algorithmic Trade Surveillance Analyst,10/13,5/14,Tax Analyst,10/6,11/21,2.05
2435,Canterbury Christ Church University,3.48,Phd,Ann Arbor,N/A,0,0,N/A,0,Model Implementation Specialist,3/23,2/24,N/A,N/A,N/A,N/A,N/A,N/A,8.19
2436,University of Hull,2.33,Bachelors,Camden,F,1,1,N/A,2,Derivatives Pricing Analyst,1/11,N/A,Algorithm Developer,11/18,8/19,Fixed Income Research Analyst,2/9,7/24,0.68
2437,University of Texas at El Paso,4.26,Phd,Houston,M,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.91
2438,Rensselaer Polytechnic Institute,1.65,Bachelors,Edinburgh,F,N/A,0,N/A,2,Credit Loss Forecasting Analyst,8/3,5/21,Algorithmic Risk Manager,4/22,7/23,Quantitative Analyst,2/20,1/23,6.47
2439,New Mexico Institute of Mining and Technology,0.41,Phd,Binghamton,N/A,1,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1
2440,Leeds Beckett University,3.44,Masters,Aberdeen,M,1,1,1,3,Economic Capital Analyst,10/9,4/24,Mergers and Acquisitions Analyst,11/22,1/24,Econometrician,3/10,10/23,3.46
2441,Georgetown University,0.05,Bachelors,Poole,N/A,1,0,0,2,Equity Research Analyst,1/13,9/13,Investment Operations Analyst,1/20,11/23,N/A,N/A,N/A,0.27
2442,University of Pittsburgh,2.51,Masters,Bozeman,M,1,1,N/A,3,Mortgage Risk Analyst,5/4,N/A,Public Finance Analyst,5/21,8/22,Risk Analyst,7/6,3/16,6.37
2443,Birkbeck University of London,2.15,Phd,Troy,M,1,0,1,4,Risk Analyst,3/8,N/A,Venture Capital Analyst,5/10,11/20,Derivatives Analyst,4/7,3/11,7.16
2444,University of Toledo,3.84,Bachelors,Sheffield,F,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4
2445,University of Missouri Columbia,0.19,Phd,Troy,M,N/A,1,0,4,Banking Technology Consultant,10/3,N/A,Alternative Data Researcher,5/20,11/23,Model Implementation Specialist,7/4,3/21,8.1
2446,University of Texas at El Paso,2.4,Bachelors,Ruston,M,0,0,1,3,Algorithmic Compliance Officer,5/16,4/20,Financial Engineering Specialist,11/18,4/20,Data Mining Engineer,3/10,11/23,4.97
2447,University of Alaska Fairbanks,1.5,Phd,Boston,N/A,1,0,0,2,Machine Learning Model Auditor,4/22,10/24,N/A,N/A,N/A,N/A,N/A,N/A,4.11
2448,Georgia State University,1.61,Phd,Ann Arbor,F,N/A,0,1,2,Banking Operations Data Scientist,7/19,11/24,N/A,N/A,N/A,N/A,N/A,N/A,4.85
2449,Swansea University,0.06,Masters,New Orleans,M,N/A,1,N/A,1,Investment Portfolio Analyst,12/18,N/A,Banking Technology Consultant,3/2,1/19,N/A,N/A,N/A,5.86
2450,Stony Brook University,3.17,Masters,Cleveland,M,N/A,1,N/A,4,Algorithmic Investment Strategist,7/19,3/23,Financial Controller,4/8,10/18,Mergers and Acquisitions Analyst,8/24,10/24,0.05
2451,Hofstra University,3.61,Masters,Sheffield,N/A,1,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.33
2452,Bournemouth University,4.82,Masters,Wilmington,M,1,1,1,4,Portfolio Optimization Analyst,4/21,9/21,Corporate Finance Analyst,2/11,4/11,N/A,N/A,N/A,1.83
2453,UCL,3.93,Phd,Omaha,F,1,1,0,3,Data Mining Engineer,2/21,11/24,Private Equity Analyst,9/14,7/21,Basel II Analyst,7/3,4/4,7.88
2454,University of Nevada Las Vegas,1.17,Phd,Bristol,N/A,0,0,N/A,2,Liquidity Risk Analyst,11/2,2/14,N/A,N/A,N/A,N/A,N/A,N/A,1.91
2455,Columbia University,2,Masters,Bozeman,N/A,1,0,N/A,2,Financial Planning and Analysis Analyst,5/6,12/24,Retail Banking Analyst,5/21,8/24,N/A,N/A,N/A,8.15
2456,Wake Forest University,2.51,Bachelors,Orlando,F,N/A,1,1,0,Operational Risk Modeling Analyst,9/13,1/17,N/A,N/A,N/A,N/A,N/A,N/A,8.35
2457,University of Texas at Austin,0.91,Bachelors,Austin,N/A,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.41
2458,University of Michigan Ann Arbor,2.01,Phd,Lincoln,F,1,0,1,1,Economic Capital Analyst,8/16,2/21,N/A,N/A,N/A,N/A,N/A,N/A,9.15
2459,University of Alabama in Huntsville,1.06,Phd,Chicago,N/A,0,1,1,2,Algorithmic Risk Manager,10/8,7/24,Algorithmic Investment Strategist,9/10,3/14,Retail Banking Analyst,3/7,2/12,5.55
2460,University of Florida,2.3,Masters,Storrs,M,0,0,N/A,4,Risk Modeling Analyst,5/6,9/14,Financial Controller,5/2,5/22,Credit Default Swap Analyst,12/15,5/16,7.36
2461,Brown University,3.92,Masters,Liverpool,F,N/A,1,N/A,0,Corporate Strategy Data Scientist,9/6,8/7,Venture Capital Analyst,9/4,10/20,Portfolio Manager,10/16,7/19,4.4
2462,University of Alabama in Huntsville,2.56,Masters,Bethlehem,N/A,N/A,1,1,2,Equity Research Analyst,3/4,11/23,Risk Analyst,4/24,12/24,Algorithmic Audit Specialist,5/19,11/19,4.74
2463,University of Alabama,1.9,Phd,Salford,F,N/A,0,N/A,1,Mortgage Risk Analyst,6/8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.31
2464,University of North Carolina at Chapel Hill,0.81,Phd,Loughborough,M,N/A,0,N/A,0,Risk Modeling Analyst,1/19,N/A,Liquidity Risk Analyst,10/15,6/24,Asset Pricing Analyst,5/22,1/24,8.81
2465,Missouri University of Science and Technology,3.39,Bachelors,Huntsville,F,1,0,0,2,Derivatives Pricing Analyst,11/6,1/24,Market Research Scientist,12/3,10/17,Forensic Accountant,1/17,10/23,4.1
2466,Rush University,3.09,Phd,Loughborough,F,1,0,0,1,Model Implementation Specialist,4/14,4/20,Insurance Analyst,2/19,9/20,Credit Portfolio Manager,10/11,7/15,3.52
2467,Clark University,2.98,Phd,Glasgow,F,0,1,1,0,Fraud Detection Analyst,2/14,11/14,Retail Banking Analyst,9/4,5/21,Market Microstructure Analyst,6/7,5/8,3.93
2468,University of Arizona,0.08,Masters,Liverpool,M,N/A,1,1,3,Fraud Detection Analyst,10/9,6/11,Machine Learning Model Auditor,7/4,9/17,Data Visualization Specialist,1/18,11/23,7.79
2469,William and Mary,4.28,Masters,Kensington,N/A,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.54
2470,Princeton University,2.35,Phd,Portland,M,1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.01
2471,New Jersey Institute of Technology,0.08,Masters,Portland,F,1,1,N/A,4,Business Intelligence Analyst,12/19,N/A,Investment Risk Analyst,3/22,9/24,Commercial Banking Analyst,10/18,2/22,7.65
2472,Boston College,0.44,Phd,Milwaukee,N/A,N/A,1,1,3,Credit Risk Data Scientist,12/16,7/19,Algorithmic Audit Specialist,3/8,3/11,Investment Analyst,11/14,9/16,0.99
2473,University of Plymouth,1.12,Phd,Bozeman,F,1,0,1,3,Capital Adequacy Modeler,12/3,1/24,Asset Pricing Analyst,12/2,6/20,Econometrician,9/11,11/14,1.46
2474,University of North Florida,3.1,Phd,Salford,M,N/A,1,0,1,Investment Analyst,2/6,7/20,N/A,N/A,N/A,N/A,N/A,N/A,4.72
2475,Purdue University West Lafayette,2.74,Masters,Ann Arbor,N/A,0,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.45
2476,University of Denver,3.59,Bachelors,Milton Keynes,F,0,0,0,3,Algorithm Developer,4/12,12/22,Stress Testing Modeler,2/7,6/17,Stress Testing Modeler,8/12,9/22,0.06
2477,University of North Carolina Wilmington,1.6,Bachelors,Evanston,M,N/A,0,N/A,0,Econometrician,9/14,8/19,Liquidity Stress Testing Analyst,11/23,5/24,N/A,N/A,N/A,2.97
2478,University of Nevada Las Vegas,4.54,Bachelors,Philadelphia,M,1,0,N/A,0,Model Governance Analyst,12/19,6/21,Financial Reporting Data Scientist,7/9,8/10,Model Implementation Specialist,8/5,8/17,2.35
2479,University of Maryland Baltimore County,0.39,Phd,Philadelphia,M,1,1,0,0,Algorithmic Audit Specialist,5/18,10/23,Financial Forecasting Analyst,7/12,11/20,Quantitative Trading Analyst,1/7,12/17,5.2
2480,Liverpool John Moores University,2.78,Bachelors,Salford,N/A,0,1,1,0,Cost Analyst,1/2,7/4,Regulatory Compliance Analyst,7/21,1/23,Mortgage Risk Analyst,4/2,7/4,3.08
2481,Rochester Institute of Technology,0.03,Bachelors,Rochester,N/A,0,0,0,0,Financial Market Data Scientist,9/7,8/18,Algorithm Validation Engineer,12/17,1/24,Algorithmic Trading Risk Manager,7/16,4/23,2.3
2482,Old Dominion University,0.08,Masters,Socorro,F,0,1,1,2,High Frequency Trading Strategist,2/19,N/A,Fixed Income Research Analyst,11/13,5/15,N/A,N/A,N/A,9.61
2483,University of Texas at El Paso,0,Masters,Preston,N/A,0,0,0,4,Financial Reporting Analyst,9/16,N/A,Algorithm Developer,8/13,1/20,Data Mining Engineer,12/21,8/23,4.91
2484,Georgia Institute of Technology,4.43,Bachelors,Wolverhampton,F,N/A,0,N/A,1,Financial Econometrics Researcher,7/3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.27
2485,Ulster University,2.9,Bachelors,Leicester,M,0,0,N/A,3,Equity Research Analyst,2/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.16
2486,University of Nebraska Lincoln,2.88,Bachelors,Chester,F,0,0,0,2,Investment Operations Analyst,11/3,9/10,Actuarial Analyst,6/23,11/24,N/A,N/A,N/A,6.24
2487,George Mason University,2,Phd,Worcester,F,1,0,0,0,Stress Testing Modeler,1/13,6/22,Venture Capital Analyst,2/7,5/19,N/A,N/A,N/A,1.45
2488,Texas State University,3.22,Phd,Chicago,F,N/A,1,N/A,2,Anti Money Laundering Specialist,11/4,10/13,Regulatory Compliance Analyst,3/3,6/4,N/A,N/A,N/A,6.44
2489,Manchester Metropolitan University,4.68,Masters,York,F,0,0,0,0,Market Microstructure Analyst,3/22,11/22,Environmental Social and Governance Analyst,9/10,9/15,Economic Analyst,1/7,9/24,0.83
2490,University of Central Lancashire,1.3,Bachelors,Bloomsbury,F,N/A,1,0,0,Credit Risk Analyst,6/17,2/22,Mortgage Risk Analyst,2/8,9/11,Financial Reporting Data Scientist,3/13,5/16,3.89
2491,Loughborough University,0.23,Masters,East Lansing,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.25
2492,University of Minnesota,0.51,Bachelors,Daytona Beach,M,1,1,N/A,4,Actuarial Analyst,8/22,11/22,Real Estate Investment Analyst,6/17,4/21,N/A,N/A,N/A,9.55
2493,Worcester Polytechnic Institute,2.08,Phd,Cambridge,M,1,0,0,2,Financial Advisor,10/20,12/20,Derivatives Pricing Analyst,4/17,7/20,Basel II Analyst,7/21,5/22,0.02
2494,University of Southern California,3.84,Masters,Toledo,F,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29
2495,Anglia Ruskin University,4.45,Phd,Portland,N/A,1,1,N/A,3,Market Risk Quantitative Analyst,11/7,5/21,Operational Risk Analyst,2/11,3/19,Market Microstructure Analyst,3/24,12/24,5.05
2496,Duke University,2.9,Phd,Bristol,M,N/A,0,N/A,3,Financial Forecasting Analyst,2/4,N/A,Algorithmic Trading Risk Manager,4/2,12/20,Investment Portfolio Analyst,4/20,5/22,6.79
2497,University of Westminster,1.36,Phd,Merced,F,1,1,1,1,Market Risk Quantitative Analyst,9/8,5/9,N/A,N/A,N/A,N/A,N/A,N/A,5.81
2498,George Washington University,4.01,Bachelors,Liverpool,F,0,0,1,3,Fixed Income Research Analyst,7/4,7/23,Cost Analyst,5/21,5/21,Quantitative Investment Analyst,8/5,1/12,8.44
2499,New York University,3.05,Masters,Ruston,N/A,0,1,0,3,Business Intelligence Analyst,12/22,1/24,Operational Risk Modeling Analyst,12/21,10/22,N/A,N/A,N/A,3.04
2500,University of Arkansas,2.99,Masters,Pittsburgh,F,N/A,1,0,1,Banking Fraud Investigator,10/13,3/20,N/A,N/A,N/A,N/A,N/A,N/A,9.97
2501,St Georges University of London,2.72,Phd,Oxford,N/A,N/A,1,0,2,Financial Econometrics Researcher,10/10,12/10,N/A,N/A,N/A,N/A,N/A,N/A,8.4
2502,Purdue University West Lafayette,1.47,Phd,Minneapolis,M,0,1,N/A,4,Financial Econometrics Researcher,1/6,3/15,N/A,N/A,N/A,N/A,N/A,N/A,7.25
2503,University of Texas at El Paso,2.93,Phd,Lincoln,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.72
2504,Yale University,3.56,Phd,Ruston,F,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.34
2505,Lancaster University,4.27,Phd,Glasgow,N/A,1,1,1,3,Financial Planning and Analysis Analyst,10/19,1/21,N/A,N/A,N/A,N/A,N/A,N/A,6.82
2506,Cardiff University,3.51,Bachelors,Washington DC,N/A,1,1,0,3,Business Intelligence Analyst,9/20,11/23,Asset Liability Management Analyst,11/19,5/21,Algorithmic Market Maker,6/8,8/9,0.15
2507,Virginia Polytechnic Institute and State University,0.69,Bachelors,Eugene,F,0,0,0,0,Asset Liability Management Analyst,4/2,N/A,Financial Planning and Analysis Analyst,8/20,12/22,N/A,N/A,N/A,7.22
2508,University of Kansas,3.61,Bachelors,Brighton,M,N/A,0,0,0,Model Risk Management Specialist,3/19,7/19,N/A,N/A,N/A,N/A,N/A,N/A,5.05
2509,Florida Atlantic University,1.44,Phd,Fairbanks,N/A,N/A,1,N/A,1,Regulatory Capital Analyst,5/19,3/22,Hedge Fund Analyst,8/12,2/17,Private Equity Analyst,1/5,4/19,3.49
2510,University of Maryland College Park,0.79,Masters,St. Louis,M,1,0,0,3,Financial Planning and Analysis Analyst,8/4,12/17,N/A,N/A,N/A,N/A,N/A,N/A,4.25
2511,The New School,1.82,Phd,Tallahassee,N/A,0,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.81
2512,Baylor University,4.61,Phd,Bristol,M,N/A,0,N/A,0,Sales Analyst,3/14,N/A,Mutual Fund Analyst,9/11,12/20,Asset Liability Management Analyst,7/3,5/23,5.86
2513,University of Toledo,4.75,Bachelors,Leicester,M,1,1,0,4,Basel III Implementation Specialist,8/5,9/5,N/A,N/A,N/A,N/A,N/A,N/A,7.37
2514,The New School,1.14,Phd,Wolverhampton,F,1,1,1,4,Liquidity Risk Analyst,12/20,N/A,Data Mining Engineer,12/19,7/20,N/A,N/A,N/A,2.47
